a	/ə/
obryan	/oʊˈbɹaɪən/
obryant	/oʊˈbɹaɪənt/
obscene	/ɑbˈsin/
obscenely	/ɑbˈsinəli/
obscenities	/ɑbˈsɛnɪtiz/
obscenity	/əbˈsɛnɪti/
obscure	/əbskˈjʊɹ/
obscured	/əbskˈjʊɹd/
obscures	/əbskˈjʊɹz/
obscuring	/əbskˈjʊɹɪŋ/
obscurity	/əbskˈjʊɹəti/
obsequious	/əbˈsikwiəs/
observable	/əbˈzɝvəbəl/
observables	/əbˈzɝvəbəlz/
observance	/əbˈzɝvəns/
observances	/əbˈzɝvənsɪz/
observant	/əbˈzɝvənt/
observateur	/ɑbˌzɝvəˈtʊɹ/
observation	/ˌɑbzɚˈveɪʃən/
observational	/ˌɑbzɚˈveɪʃənəl/
observations	/ˌɑbzɚˈveɪʃənz/
observatories	/əbˈzɝvəˌtɔɹiz/
observatory	/əbˈzɝvəˌtɔɹi/
observatory's	/əbˈzɝvəˌtɔɹiz/
observe	/əbˈzɝv/
observed	/əbˈzɝvd/
observer	/əbˈzɝvɚ/
observers	/əbˈzɝvɚz/
observes	/əbˈzɝvz/
observing	/əbˈzɝvɪŋ/
obsess	/əbˈsɛs/
obsessed	/əbˈsɛst/
obsesses	/əbˈsɛsɪz/
obsessing	/əbˈsɛsɪŋ/
obsession	/əbˈsɛʃən/
obsessional	/əbˈsɛʃənəl/
obsessions	/əbˈsɛʃənz/
obsessive	/əbˈsɛsɪv/
obsessively	/ɑbˈsɛsɪvli/
obshchestvennom	/ˌɑbʃəstˈvɛnəm/
obsidian	/əbˈsɪdiən/
obsolescence	/ˌɑbsəˈlɛsəns/
obsolescent	/ˌɑbsəˈlɛsənt/
obsolete	/ˈɑbsəˌlit/
obsoletes	/ˌɑbsəˈlits/
obst	/ˈɑbst/
obstacle	/ˈɑbstəkəl/
obstacles	/ˈɑbstəkəlz/
obstetric	/əbˈstɛtɹɪk/
obstetrical	/əbˈstɛtɹɪkəl/
obstetrician	/ˌɑbstəˈtɹɪʃən/
obstetricians	/ˌɑbstəˈtɹɪʃənz/
obstetrics	/əbˈstɛtɹɪks/
obstfeld	/ˈɑbstˌfɛld/
obstinacy	/ˈɑbstənəsi/
obstinate	/ˈɑbstənət/
obstreperous	/əbˈstɹɛpɚəs/
obstruct	/əbˈstɹʌkt/
obstructed	/əbˈstɹʌktɪd/
obstructing	/əbˈstɹʌktɪŋ/
obstruction	/əbˈstɹʌkʃən/
obstructionism	/əbˈstɹʌkʃəˌnɪzəm/
obstructionist	/əbˈstɹʌkʃənəst/
obstructionists	/əbˈstɹʌkʃənəsts/
obstructions	/əbˈstɹʌkʃənz/
obstructive	/əbˈstɹʌktɪv/
obstructs	/əbˈstɹʌkts/
obtain	/əbˈteɪn/
obtainable	/əbˈteɪnəbəl/
obtained	/əbˈteɪnd/
obtaining	/əbˈteɪnɪŋ/
obtains	/əbˈteɪnz/
obtrude	/əbˈtɹud/
obtrudes	/əbˈtɹudz/
obtrusive	/əbˈtɹusɪv/
obtuse	/ɑbˈtus/
obuchowski	/oʊbjuˈkaʊski/
obverse	/əbˈvɝs/
obviate	/ˈɑbviˌeɪt/
obviated	/ˈɑbviˌeɪtəd/
obviates	/ˈɑbviˌeɪts/
obviating	/ˈɑbviˌeɪtɪŋ/
obvious	/ˈɑbviəs/
obviously	/ˈɑbviəsli/
obyrne	/oʊˈbɝn/
ocain	/oʊkɑˈin/
ocala	/oʊˈkælə/
ocallaghan	/oʊˈkæləɡən/
ocallahan	/oʊˈkæləˌhæn/
ocampo	/oʊˈkæmpoʊ/
ocana	/oʊˈkænə/
ocanas	/oʊˈkænəz/
ocarroll	/oʊˈkæɹəl/
ocasio	/oʊˈkɑsioʊ/
ocaw	/oʊˈkɔ/
ocaw's	/oʊˈkɔz/
occasion	/əˈkeɪʒən/
occasional	/əˈkeɪʒənəl/
occasionally	/əˈkeɪʒənəli/
occasioned	/əˈkeɪʒənd/
occasions	/əˈkeɪʒənz/
occhino	/ˌoʊˈkiˌnoʊ/
occhipinti	/oʊkiˈpinti/
occhoa	/ˌoʊˈtʃoʊɑ/
occhoa's	/ˌoʊˈtʃoʊəz/
occident	/ˈɑksəˌdɛnt/
occidental	/ˌɑksəˈdɛntəl/
occidental's	/ˌɑksəˈdɛntəlz/
occidentale	/ˌɑksɪˈdɛntəl/
occidentale's	/ˌɑksɪˈdɛntəlz/
occipital	/ɑkˈsɪpətəl/
occlusion	/əˈkluʒən/
occult	/əˈkʌlt/
occupancy	/ˈɑkjəpənsi/
occupant	/ˈɑkjəpənt/
occupants	/ˈɑkjəpənts/
occupation	/ˌɑkjəˈpeɪʃən/
occupational	/ɑkjəˈpeɪʃənəl/
occupations	/ˌɑkjəˈpeɪʃənz/
occupied	/ˈɑkjəˌpaɪd/
occupier	/ˈɑkjəˌpaɪɚ/
occupiers	/ˈɑkjəˌpaɪɚz/
occupies	/ˈɑkjəˌpaɪz/
occupy	/ˈɑkjəˌpaɪ/
occupying	/ˈɑkjəˌpaɪɪŋ/
occur	/əˈkɝ/
occuring	/əˈkɝɪŋ/
occurred	/əˈkɝd/
occurrence	/əˈkɝəns/
occurrences	/əˈkɝənsɪz/
occurring	/əˈkɝɪŋ/
occurs	/əˈkɝz/
ocean	/ˈoʊʃən/
ocean's	/ˈoʊʃənz/
oceana	/oʊʃiˈænə/
oceaneering	/ˌoʊʃəˈnɪɹɪŋ/
oceanfront	/ˈoʊʃənˌfɹʌnt/
oceangoing	/ˈoʊʃənˌɡoʊɪŋ/
oceania	/ˌoʊˌʃiˈænjə/
oceanic	/ˌoʊʃiˈænɪk/
oceanographer	/ˌoʊʃəˈnɑɡɹəfɚ/
oceanographic	/ˌoʊʃənəˈɡɹæfɪk/
oceanography	/ˌoʊʃəˈnɑɡɹəfi/
oceans	/ˈoʊʃənz/
oceanside	/ˈoʊʃənˌsaɪd/
oceanview	/ˈoʊʃənvˌju/
ocelot	/ˈɑsəˌlɑt/
ocelot's	/ˈɑsəˌlɑts/
och	/ˈɑk/
ocheltree	/ɑtʃɪlˈtɹi/
ochoa	/ˌɑˈtʃoʊə/
ochra	/ˈɑkɹə/
ochre	/ˈoʊkɚ/
ochs	/ˈɑks/
ochsenschlager	/ˈɑksənʃˌlɑɡɚ/
ochsner	/ˈɑksnɚ/
ocilla	/oʊˈsɪlə/
ocker	/ˈɑkɚ/
ockerbloom	/ˈɑkɚblum/
ockerman	/ˈɑkɚmən/
oclair	/oʊˈklɝ/
ocon	/əˈkɑn/
oconnell	/oʊˈkɑnəl/
oconner	/oʊˈkɑnɚ/
oconner's	/oʊˈkɑnɚz/
oconnor	/oʊˈkɑnɚ/
oconnor's	/oʊˈkɑnɚz/
oct	/ˈɔkt/
octagon	/ˈɑktəˌɡɑn/
octagonal	/ɑkˈtæɡənəl/
octahedral	/ˌɑktəˈhidɹəl/
octahedron	/ˌɑktəˈhidɹən/
octane	/ˈɑkteɪn/
octave	/ˈɑktɪv/
octaves	/ˈɑktɪvz/
octavia	/ɑkˈteɪviə/
octavio	/ˌɑkˈteɪvioʊ/
octavius	/ɑkˈteɪviəs/
octavus	/ˈɑktəvus/
octel	/ˌɑkˈtɛl/
octet	/ɑkˈtɛt/
octial	/ˈɑktjəl/
octillion	/ɑkˈtɪljən/
october	/ɑkˈtoʊbɚ/
october's	/ɑkˈtoʊbɚz/
octogenarian	/ˌɑktədʒɪˈnɛɹiən/
octopi	/ˈɑktəpaɪ/
octopus	/ˈɑktəˌpʊs/
octuplet	/ɑkˈtʌplət/
octuplets	/ɑkˈtʌpləts/
ocular	/ˈɔkjulɚ/
oculist	/ˈɔkjuˌlɪst/
oda	/ˈoʊdə/
odaiko	/oʊˈdeɪkoʊ/
odaniel	/ˈɑdənil/
oday	/oʊˈdeɪ/
odd	/ˈɑd/
oddball	/ˈɑdˌbɔl/
oddballs	/ˈɑdˌbɔlz/
odden	/ˈɑdən/
odder	/ˈɑdɚ/
oddest	/ˈɑdəst/
oddi	/ˈɑdi/
oddities	/ˈɑdətiz/
oddity	/ˈɑdəti/
oddler	/ˈɑdlɚ/
oddler's	/ˈɑdlɚz/
oddly	/ˈɑdli/
odds	/ˈɑdz/
odds-on	/ˈɑdˈzɑn/
oddsmaker	/ˈɑdzˌmeɪkɚ/
oddsmakers	/ˈɑdzˌmeɪkɚz/
oddy	/ˈɑdi/
ode	/ˈoʊd/
odea	/ˈɑdiə/
oded	/ˈoʊdɛd/
odegaard	/ˈɑdɪɡɑɹd/
odegard	/ˈɑdɪɡɚd/
odekirk	/ˈɑdɪkɚk/
odele	/oʊˈdɛli/
odelet	/ˈɑdɪlɪt/
odelette	/ˈɑdɪlɛt/
odelia	/oʊˈdɛliə/
odelinda	/oʊdɛˈlində/
odell	/oʊˈdɛl/
odella	/oʊˈdɛlə/
odem	/ˈoʊdɪm/
oden	/ˈoʊdən/
odenthal	/ˈɑdɪnθəl/
odeon	/ˈoʊdiən/
oder	/ˈoʊdɚ/
odes	/ˈoʊdz/
odessa	/oʊˈdɛsə/
odetics	/oʊˈdɛtɪks/
odette	/ˌoʊˈdɛt/
odgers	/ˈɑdʒɚz/
odiaum	/ˈoʊdiəm/
odiaun	/ˈoʊdiən/
odier	/ˈoʊdiɚ/
odilia	/oʊˈdiliə/
odin	/ˈoʊdən/
odiorne	/oʊdiˈɔɹni/
odious	/ˈoʊdiəs/
odland	/ˈɑdlənd/
odle	/ˈoʊdəl/
odneal	/ˈoʊdˌnil/
odoherty	/oʊˈdɑɚti/
odolf	/əˈdoʊlf/
odom	/ˈoʊdəm/
odometer	/ˌoʊˈdɑmətɚ/
odometers	/ˌoʊˈdɑmətɚz/
odoms	/ˈoʊdəmz/
odonald	/oʊˈdɑnəld/
odonnel	/oʊˈdɑnəl/
odonnell	/oʊˈdɑnəl/
odonoghue	/oʊˈdɑnəhju/
odonohue	/oʊˈdɑnəhju/
odonovan	/oʊˈdɑnəvən/
odor	/ˈoʊdɚ/
odorant	/ˈoʊdɚənt/
odorless	/ˈoʊdɚləs/
odorous	/ˈoʊdɚəs/
odors	/ˈoʊdɚz/
odour	/ˈoʊdɚ/
odours	/ˈoʊdɚs/
odowd	/oʊˈdaʊd/
odp	/ˈoʊˈdiˈpi/
odriscoll	/oʊˈdɹɪskɑl/
odum	/ˈoʊdəm/
odwalla	/ɑˈdwɑlə/
odwyer	/oʊˈdwaɪɚ/
odysseus	/oʊˈdɪsiəs/
odyssey	/ˈɑdəsi/
odyssey's	/ˈɑdəsiz/
oecd	/ˌoʊˌiˌsiˈdi/
oedipal	/ˈɛdəpəl/
oedipus	/ˈɛdɪpəs/
oehler	/ˈoʊlɚ/
oehlert	/ˈoʊlɚt/
oehlke	/ˈoʊlk/
oehme	/ˈoʊm/
oehmen	/ˈoʊmən/
oehmens	/ˈoʊmənz/
oehrlein	/ˈɔɹlaɪn/
oeien	/ˈoʊiən/
oelke	/ˈoʊlk/
oelkers	/ˈoʊlkɚz/
oelman	/ˈoʊlmən/
oelrich	/ˈoʊlɹɪk/
oelschlager	/ˈoʊlʃleɪɡɚ/
oenophile	/ˈinəˌfaɪl/
oerlikon	/ˈɔɹlɪˌkɑn/
oertel	/ˈɔɹtəl/
oesch	/ˈoʊʃ/
oeser	/ˈoʊzɚ/
oest	/ˈoʊɪst/
oesterle	/ˈoʊstɚəl/
oesterling	/ˈoʊstɚlɪŋ/
oesterreich	/ˈoʊstɚaɪk/
oesterreichische	/ˌoʊstɚˈaɪkɪʃi/
oestreich	/ˈoʊˌstɹaɪk/
oestreicher	/ˈoʊˌstɹaɪkɚ/
oetken	/ˈoʊtkən/
oetting	/ˈoʊtɪŋ/
oettinger	/ˈoʊtɪndʒɚ/
oeuvre	/ˈuvɹə/
of	/ˈʌv/
ofallon	/oʊˈfælən/
ofarrell	/oʊˈfɛɹəl/
ofc	/ˈoʊˈɛfˈsi/
ofelia	/oʊˈfeɪliə/
ofer	/ˈoʊfɚ/
off	/ˈɔf/
off-day	/ˈɔfˌdeɪ/
off-duty	/ˌɔfˈduti/
off-limits	/ˌɔˈflɪmɪts/
off-line	/ˈɔˌflaɪn/
off-side	/ˈɔfˌsaɪd/
off's	/ˈɔfs/
offbeat	/ˈɔfˈbit/
offen	/ˈɔfən/
offend	/əˈfɛnd/
offended	/əˈfɛndəd/
offender	/əˈfɛndɚ/
offenders	/əˈfɛndɚz/
offending	/əˈfɛndɪŋ/
offends	/əˈfɛndz/
offense	/əˈfɛns/
offenses	/əˈfɛnsɪz/
offensive	/əˈfɛnsɪv/
offensively	/əˈfɛnsɪvli/
offensives	/əˈfɛnsɪvz/
offer	/ˈɔfɚ/
offer's	/ˈɔfɚz/
offerdahl	/ˈɑfɚdɑl/
offered	/ˈɔfɚd/
offerer	/ˈɔfɚɚ/
offerers	/ˈɔfɚɚz/
offering	/ˈɔfɚɪŋ/
offering's	/ˈɔfɚɪŋz/
offerings	/ˈɔfɚɪŋz/
offerman	/ˈɔfɚmən/
offermann	/ˈɔfɚmən/
offers	/ˈɔfɚz/
offhand	/ˈɔfˈhænd/
office	/ˈɔfɪs/
office's	/ˈɔfəsɪz/
officeholder	/ˈɔfəsˌhoʊldɚ/
officeholders	/ˈɔfəsˌhoʊldɚz/
officemax	/ˈɔfəˌsmæks/
officer	/ˈɔfəsɚ/
officer's	/ˈɔfɪsɚz/
officers	/ˈɔfəsɚz/
officers'	/ˈɔfɪsɚz/
offices	/ˈɔfəsəz/
official	/əˈfɪʃəl/
official's	/əˈfɪʃəlz/
officialdom	/əˈfɪʃəldəm/
officially	/əˈfɪʃəli/
officials	/əˈfɪʃəlz/
officials'	/əˈfɪʃəlz/
officiate	/əˈfɪʃiˌeɪt/
officiated	/əˈfɪʃiˌeɪtəd/
officiates	/əˈfɪʃiˌeɪts/
officiating	/əˈfɪʃiˌeɪtɪŋ/
officio	/əˈfɪsioʊ/
offield	/ˈɑˌfild/
offill	/ˈɔˌfɪl/
offing	/ˈɔfɪŋ/
offlimit	/ˌɔˈflɪmɪt/
offlimits	/ˌɔˈflɪmɪts/
offline	/ˈɔˌflaɪn/
offner	/ˈɑfnɚ/
offord	/ˈɑfɚd/
offs	/ˈɔfs/
offseason	/ˈɔfˈsizən/
offset	/ɔfˈsɛt/
offsets	/ˈɔfˌsɛts/
offsetting	/ɔfˈsɛtɪŋ/
offshoot	/ˈɔfˌʃut/
offshoots	/ˈɔfˌʃuts/
offshorable	/ˈɔfˈʃɔˌɹʌbəl/
offshore	/ˈɔfˈʃɔɹ/
offshored	/ˈɔfˈʃɔɹd/
offspring	/ˈɔfˌspɹɪŋ/
offstage	/ˈɔfˈsteɪdʒ/
offutt	/ˈɑfət/
ofilia	/oʊˈfiliə/
oflaherty	/oʊˈfleɪhɚti/
oflynn	/oʊˈflɪn/
oft	/ˈɔft/
oftedahl	/ˈɑftɪdɑl/
oftel	/ˈɑfˌtɛl/
often	/ˈɔfən/
oftener	/ˈɔfənɚ/
oftentimes	/ˈɔfənˌtaɪmz/
og	/ˈɑɡ/
ogan	/ˈoʊɡən/
ogara	/ˌoʊˈɡɑˌɹɑ/
ogata	/ˌoʊˈɡɑˌtɑ/
ogawa	/ˌoʊˈɡɑˌwɑ/
ogborn	/ˈɑɡbɚn/
ogburn	/ˈɑɡbɚn/
ogden	/ˈɑɡdən/
ogden's	/ˈɑɡdənz/
ogg	/ˈɑɡ/
ogier	/ˈoʊɡiɚ/
ogilvie	/ˈɑdʒɪlvi/
ogilvy	/ˈoʊɡəlvi/
ogilvy's	/ˈoʊɡəlviz/
oglala	/oʊˈɡlɑlə/
ogle	/ˈoʊɡəl/
oglebay	/ˈoʊɡəlˌbeɪ/
ogled	/ˈoʊɡəld/
ogles	/ˈoʊɡəlz/
oglesbee	/ˈoʊɡəlzˌbi/
oglesby	/ˈɑɡəlsbi/
oglethorpe	/ˈoʊɡəlˌθɔɹp/
ogletree	/ˈoʊɡəlˌtɹi/
ognibene	/oʊɡniˈbɛnə/
ogoni	/oʊˈɡoʊni/
ogonyok	/oʊˈɡoʊnjɑk/
ogorman	/oʊˈɡɔɹmən/
ogrady	/oʊˈɡɹeɪdi/
ogre	/ˈoʊɡɚ/
ogren	/ˈɑɡɹɛn/
ogress	/ˈoʊɡɹəs/
oguin	/oʊˈɡuin/
oguinn	/oʊˈɡwɪn/
oh	/ˈoʊ/
oh's	/ˈoʊz/
ohagan	/oʊˈhɑɡən/
ohair	/oʊˈhɛɹ/
ohalloran	/oʊˈhælɚən/
ohanesian	/oʊhəˈnɛʒɪn/
ohanian	/oʊˈheɪniən/
ohanlon	/oʊˈhænlən/
ohara	/oʊˈhɛɹə/
ohara's	/oʊˈhɛɹəz/
ohare	/oʊˈhɛɹ/
oharra	/oʊˈhɝə/
ohashi	/ˌoʊˈhɑˌʃi/
ohaver	/oʊˈheɪvɚ/
ohba	/ˈoʊbə/
ohbayashi	/ˌoʊˌbɑˈjɑˌʃi/
ohearn	/oʊˈhɝn/
ohern	/oʊˈhɝn/
oherron	/oʊˈhɛɹən/
ohh	/ˈoʊ/
ohio	/oʊˈhaɪoʊ/
ohio's	/oʊˈhaɪoʊz/
ohioan	/ˌoʊˈhaɪˌoʊən/
ohioans	/ˌoʊˈhaɪˌoʊənz/
ohkawara	/ˌoʊˌkɑˈwɑˌɹɑ/
ohl	/ˈoʊl/
ohland	/ˈoʊlənd/
ohlendorf	/ˈoʊlɪndɔɹf/
ohler	/ˈoʊlɚ/
ohlin	/ˈoʊlɪn/
ohlinger	/ˈoʊlɪŋɚ/
ohlman	/ˈoʊlmən/
ohlmann	/ˈoʊlmən/
ohlmeyer	/ˈoʊlˌmaɪɹ/
ohlrich	/ˈoʊlɹɪk/
ohlsen	/ˈoʊlsən/
ohlson	/ˈoʊlsən/
ohlsson	/ˈoʊlsən/
ohm	/ˈoʊm/
ohm's	/ˈoʊmz/
ohmae	/ˈoʊˌmeɪ/
ohman	/ˈoʊmən/
ohmann	/ˈoʊmən/
ohmer	/ˈoʊmɚ/
ohms	/ˈoʊmz/
ohmura	/oʊˈmuɹə/
ohnemus	/ˈoʊnɪmɪs/
ohnstad	/ˈoʊnstəd/
ohr	/ˈɔɹ/
ohrt	/ˈɔɹt/
ohs	/ˈoʊz/
oi	/ˈɔɪ/
oie	/ˈɔɪ/
oien	/ˈɑin/
oil	/ˈɔɪl/
oil's	/ˈɔɪlz/
oiled	/ˈɔɪld/
oiler	/ˈɔɪlɚ/
oilers	/ˈɔɪlɚz/
oilfield	/ˈɔɪlˌfild/
oilfields	/ˈɔɪlˌfildz/
oiling	/ˈɔɪlɪŋ/
oilman	/ˈɔɪlˌmæn/
oilmen	/ˈɔɪlˈmɛn/
oils	/ˈɔɪlz/
oilseed	/ˈɔɪlˌsid/
oilseeds	/ˈɔɪlˌsidz/
oilwell	/ˈɔɪlˌwɛl/
oily	/ˈɔɪli/
ointment	/ˈɔɪntmənt/
oishi	/oʊˈiʃi/
oj	/ˈoʊˈdʒeɪ/
oja	/ˈoʊjə/
ojala	/oʊˈjɑlə/
ojeda	/oʊˈjeɪdə/
oji	/ˈoʊdʒi/
ojibwa	/oʊˈdʒɪbwə/
ok	/ˈoʊˈkeɪ/
oka	/ˈoʊkə/
okabe	/oʊˈkɑbeɪ/
okada	/oʊˈkɑdə/
okaloosa	/ˌɔkəˈlusə/
okamoto	/ˌoʊkəˈmoʊtoʊ/
okamura	/ˌoʊkəˈmʊɹə/
okane	/oʊˈkeɪn/
okano	/oʊˈkɑnoʊ/
okasaki	/ˌoʊkəˈsɑki/
okasan	/oʊˈkeɪzən/
okay	/ˌoʊˈkeɪ/
okayed	/ˌoʊˈkeɪd/
okays	/ˌoʊˈkeɪz/
okaz	/oʊˈkɑz/
okazaki	/oʊkɑˈzɑki/
okdo	/ˈɔkˌdoʊ/
okeechobee	/oʊˌkiˈtʃoʊbi/
okeefe	/oʊˈkif/
okeeffe	/oʊˈkif/
okelley	/oʊˈkɛli/
okelly	/oʊˈkɛli/
oken	/oʊˈkeɪən/
okerlund	/ˈɑkɚlənd/
okeson	/ˈoʊkɪsən/
okey	/ˈoʊki/
okey-dokey	/ˈoʊkiˈdoʊki/
oki	/ˈoʊki/
okie	/ˈoʊki/
okimoto	/oʊkiˈmoʊtoʊ/
okin	/ˈoʊkɪn/
okinawa	/ˌoʊˌkɪˈnɑwə/
okinawans	/ˌoʊˌkɪˈnɑwənz/
oklahoma	/ˌoʊkləˈhoʊmə/
oklahoma's	/ˌoʊkləˈhoʊməz/
oklahoman	/ˌoʊkləˈhoʊmən/
oklahomans	/ˌoʊkləˈhoʊmənz/
okon	/ˈoʊkoʊn/
okoniewski	/oʊˌkɑniˈɛvski/
okonski	/əˈkɑnski/
okpo	/ˈɑkpoʊ/
okra	/ˈoʊkɹə/
okray	/ˈɑkɹeɪ/
oksana	/ˌɑkˈsænə/
oksana's	/ˌɑkˈsænəz/
oksenberg	/ˈɑksənbɚɡ/
okubo	/oʊˈkuboʊ/
okuda	/oʊˈkudə/
okuma	/oʊkˈjumɚ/
okumura	/oʊkuˈmʊɹə/
okun	/ˈoʊkun/
okuno	/oʊkˈjunoʊ/
okura	/oʊˈkuɹə/
okurowski	/oʊkɚˈoʊski/
okwu	/ˈɔkwu/
ol'	/ˈoʊl/
ola	/ˈoʊlə/
olack	/ˈoʊlæk/
olaf	/ˈoʊlɑf/
olafson	/ˈoʊləfsən/
olague	/ˈoʊlɑɡ/
olah	/əˈlɑ/
olajuwon	/əˈlaɪdʒuˌɑn/
olajuwon's	/əˈlaɪdʒuˌɑnz/
oland	/ˈɑlənd/
olander	/ˈɑləndɚ/
olano	/əˈlɑnoʊ/
olasky	/oʊˈlæski/
olathe	/oʊˈlæθi/
olaughlin	/oʊˈlɔklɪn/
olay	/oʊˈleɪ/
olayan	/oʊˈlaɪən/
olberding	/ˈoʊlbɚdɪŋ/
olbrich	/ˈoʊlbɹɪk/
olcott	/ˈoʊlkət/
olczak	/ˈoʊltʃæk/
old	/ˈoʊld/
old-fashioned	/ˌoʊldˈfæʃənd/
old-growth	/ˌoʊldˈɡɹoʊθ/
old-school	/ˌoʊldˈskul/
old-timer	/ˌoʊldˈtaɪmɚ/
old-timers	/ˌoʊldˈtaɪmɚz/
old's	/ˈoʊldz/
oldaker	/ˈoʊldəkɚ/
oldani	/oʊlˈdɑni/
olde	/ˈoʊld/
olden	/ˈoʊldən/
oldenburg	/ˈoʊldənbɚɡ/
oldenkamp	/ˈoʊldɪnkæmp/
older	/ˈoʊldɚ/
oldest	/ˈoʊldəst/
oldfashioned	/ˌoʊldˈfæʃənd/
oldfather	/ˈoʊldˌfɑðɚ/
oldfield	/ˈoʊldˌfild/
oldham	/ˈoʊldəm/
oldham's	/ˈoʊldəmz/
oldie	/ˈoʊldi/
oldies	/ˈoʊldiz/
oldman	/ˈoʊldmən/
oldroyd	/ˈoʊlˌdɹɔɪd/
olds	/ˈoʊldz/
oldsmar	/ˈoʊldzmɑɹ/
oldsmobile	/ˈoʊldzmoʊˌbil/
oldsmobile's	/ˈoʊldzmoʊˌbilz/
oldsmobiles	/ˈoʊldzmoʊˌbilz/
oldster	/ˈoʊldstɚ/
oldsters	/ˈoʊldstɚz/
oldt	/ˈoʊlt/
ole	/ˈoʊl/
olea	/ˈɑliə/
oleaginous	/ˌoʊliˈædʒənəs/
olean	/oʊˈlin/
oleander	/ˈoʊliˌændɚ/
oleandrin	/oʊliˈændɹɪn/
olear	/oʊˈlɪɹ/
oleary	/oʊˈlɪɹi/
oleaster	/ˌoʊliˈæstɚ/
olefin	/ˈoʊləfɪn/
olefins	/ˈoʊləfɪnz/
oleg	/ˈoʊləɡ/
olejniczak	/əˈleɪnɪtʃæk/
olejnik	/əˈleɪnɪk/
oleksiak	/əˈlɛksiæk/
oleksy	/əˈlɛksi/
olen	/ˈɑlən/
olender	/ˈɑlɛndɚ/
olenick	/ˈɑlɪnɪk/
olenik	/ˈɑlɪnɪk/
oleo	/ˈoʊliˌoʊ/
oleoyl	/ˌoʊliˈɔɪl/
oleoyls	/ˌoʊliˈɔɪlz/
oler	/ˈoʊlɚ/
oles	/ˈoʊlz/
olesen	/ˈɑlizən/
oleske	/ˈoʊləski/
olesky	/əˈlɛski/
oleson	/ˈɑlɪsən/
olestra	/oʊˈlɛstɹə/
olexa	/əˈliksə/
olexson	/ˈoʊləksən/
oley	/ˈoʊli/
olfactory	/oʊlˈfæktɚi/
olga	/ˈoʊlɡə/
olguin	/ˈoʊlɡɪn/
olick	/ˈoʊlɪk/
oliff	/ˈɑlɪf/
oligarch	/ˈoʊlɪˌɡɑɹk/
oligarchs	/ˈoʊlɪˌɡɑɹks/
oligarchy	/ˈɑləˌɡɑɹki/
oliger	/ˈɑlɪɡɚ/
oligocene	/ˈɑləɡoʊˌsin/
oligopolistic	/oʊˌlɪɡəpoʊˈlɪstɪk/
oligopoly	/ˌɑlɪˈɡɑpəli/
olin	/ˈoʊlɪn/
olin's	/ˈoʊlɪnz/
olinda	/oʊˈlində/
olinde	/ˈɑlɪnd/
olinger	/ˈɑlɪŋɚ/
oliphant	/ˈɑlɪfənt/
oliva	/oʊˈlivə/
olivares	/oʊliˈvɑɹɛs/
olivarez	/oʊliˈvɑɹɛz/
olivas	/oʊˈlivɑz/
olive	/ˈɑləv/
oliveira	/ˌɑlɪˈveɪɹə/
oliver	/ˈɑləvɚ/
oliver's	/ˈɑlɪvɚz/
olivera	/oʊliˈvɛɹə/
oliveras	/oʊliˈvɛɹɑz/
oliveri	/oʊliˈvɛɹi/
oliveria	/ˌɑlɪˈviɹiə/
oliverio	/ˌɑlɪˈviɹioʊ/
olivero	/oʊliˈvɛɹoʊ/
oliveros	/oʊliˈvɛɹoʊz/
olives	/ˈɑlɪvz/
oliveto	/oʊliˈveɪtoʊ/
olivette	/ˈɑlɪˈvɛt/
olivetti	/ˌɑlɪˈvɛti/
olivetti's	/ˌɑlɪˈvɛtiz/
olivia	/oʊˈlɪviə/
olivia's	/oʊˈlɪviəz/
olivier	/ˌoʊˈlɪˌviˌeɪ/
olivieri	/oʊliˈvɪɹi/
olivine	/ˈɑləˌvin/
olivo	/ɔˈlivoʊ/
oliwa	/oʊˈliwə/
olk	/ˈoʊk/
olkowski	/oʊlˈkɔfski/
olkowski's	/oʊlˈkɔfskiz/
ollar	/ˈɑlɚ/
oller	/ˈɑlɚ/
olley	/ˈɑli/
ollie	/ˈɑli/
ollie's	/ˈɑliz/
olliff	/ˈɑlɪf/
ollila	/ˈɑlɪlə/
ollinger	/ˈɑlɪŋɚ/
ollinger's	/ˈɑlɪŋɚz/
ollis	/ˈɔliz/
ollison	/ˈɑlɪsən/
ollison's	/ˈɑlɪsənz/
olly	/ˈɑli/
olmeda	/oʊlˈmeɪdə/
olmedo	/oʊlˈmeɪdoʊ/
olmert	/oʊlmɚt/
olmo	/ˈoʊlmoʊ/
olmos	/ˈoʊlmoʊz/
olmstead	/ˈoʊlmˌstɛd/
olmstead's	/ˈoʊlmˌstɛdz/
olney	/ˈoʊlni/
olof	/ˈoʊlɔf/
olof's	/ˈoʊlɔfs/
olofson	/ˈɑləfsən/
olofson's	/ˈɑləfsənz/
olokuei	/ˌoʊloʊˈkui/
olokuei's	/ˌoʊloʊˈkuiz/
oloughlin	/oʊˈlaʊklɪn/
olovo	/əˈlɔvoʊ/
olsdat	/ˈoʊlzdæt/
olsen	/ˈoʊlsən/
olsen's	/ˈoʊlsənz/
olshan	/ˈoʊlʃən/
olshansky	/ˈoʊlʃənski/
olshansky's	/ˈoʊlʃənskiz/
olshefski	/oʊlˈʃɛfski/
olshefski's	/oʊlˈʃɛfskiz/
olsher	/ˈoʊlʃɚ/
olson	/ˈoʊlsən/
olson's	/ˈoʊlsənz/
olsson	/ˈoʊlsən/
